bva_id,bva_doi,bva_year,bva_author,bva_title,bva_organism,bva_phenomena,parallel_doi,parallel_year,parallel_author,parallel_title,parallel_topic,species_match,cites_original
1,10.1007/bf00580386,1930,Abolins (Riga),Die Regeneration der am Fibularrande verstümmelten Beine bei Triton cristatus Laur,Triton cristatus,"regeneration, morphology",10.1007/s12038-019-9950-y,2019,Seçil Karahisar Turan,Investigation of axonal regeneration of Triturus ivanbureschi by using physiological and proteomic strategies,Nerve injury and regeneration,same_genus_modern,False
1,10.1007/bf00580386,1930,Abolins (Riga),Die Regeneration der am Fibularrande verstümmelten Beine bei Triton cristatus Laur,Triton cristatus,"regeneration, morphology",10.33256/hj29.2.8294,2019,John Box,Translocation of a large population of great crested newts,Fish Ecology and Management Studies,same_genus_modern,False
1,10.1007/bf00580386,1930,Abolins (Riga),Die Regeneration der am Fibularrande verstümmelten Beine bei Triton cristatus Laur,Triton cristatus,"regeneration, morphology",10.13128/ijae-25468,2019,Vito Margotta,"Relationships between seasonal (spring, summer, autumnal) thermal variations and cell proliferation in heterothermic vertebrates, as revealed by PCNA expression in the brain of adult Triturus carnifex",Neurobiology and Insect Physiology Research,same_genus_modern,False
1,10.1007/bf00580386,1930,Abolins (Riga),Die Regeneration der am Fibularrande verstümmelten Beine bei Triton cristatus Laur,Triton cristatus,"regeneration, morphology",10.1016/j.ympev.2018.12.032,2019,Ben Wielstra,Phylogenomics of the adaptive radiation of Triturus newts supports gradual ecological niche expansion towards an incrementally aquatic lifestyle,Genetic diversity and population structure,same_genus_modern,False
1,10.1007/bf00580386,1930,Abolins (Riga),Die Regeneration der am Fibularrande verstümmelten Beine bei Triton cristatus Laur,Triton cristatus,"regeneration, morphology",10.2174/157016461204160119164729,2016,Seçil Karahisar Turan,"Proteomic Comparison of Damaged Sciatic Nerves of a Newt, Triturus &lt;i&gt;karelinii&lt;/i&gt; (Amphibia: Urodela) During the First 24&lt;sup&gt;th&lt;/sup&gt; Hour of Regeneration Period",Antimicrobial Peptides and Activities,same_genus_modern,False
1,10.1007/bf00580386,1930,Abolins (Riga),Die Regeneration der am Fibularrande verstümmelten Beine bei Triton cristatus Laur,Triton cristatus,"regeneration, morphology",10.1016/j.jbiotec.2016.05.130,2016,Seçil Karahisar Turan,"Behavioral, electrophysiological and molecular investigation of sciatic nerve regeneration period in a newt, Triturus karelinii",Enzyme Catalysis and Immobilization,same_genus_modern,False
1,10.1007/bf00580386,1930,Abolins (Riga),Die Regeneration der am Fibularrande verstümmelten Beine bei Triton cristatus Laur,Triton cristatus,"regeneration, morphology",10.36253/ijae-1144,2013,C. Chimenti,Proliferative events experimentally induced by transient cold shock in the brain of adult terrestrial heterothermic vertebrates: preliminary analysis of PCNA expression in Triturus carnifex,Heat shock proteins research,same_genus_modern,False
1,10.1007/bf00580386,1930,Abolins (Riga),Die Regeneration der am Fibularrande verstümmelten Beine bei Triton cristatus Laur,Triton cristatus,"regeneration, morphology",10.1159/000224584,2009,R.S. Grillo,Changes in Mitotic Activity during Limb Regeneration in Triturus,Tree Root and Stability Studies,same_genus_modern,False
1,10.1007/bf00580386,1930,Abolins (Riga),Die Regeneration der am Fibularrande verstümmelten Beine bei Triton cristatus Laur,Triton cristatus,"regeneration, morphology",10.1002/jez.b.21119,2006,Sebastian Steinfartz,A Bayesian approach on molecules and behavior: reconsidering phylogenetic and evolutionary patterns of the Salamandridae with emphasis on <i>Triturus</i> newts,Amphibian and Reptile Biology,same_genus_modern,False
1,10.1007/bf00580386,1930,Abolins (Riga),Die Regeneration der am Fibularrande verstümmelten Beine bei Triton cristatus Laur,Triton cristatus,"regeneration, morphology",10.1163/1568538053693314,2005,Bilal Kutrup,Age structure in two populations of Triturus vittatus ophryticus at different altitudes,Avian ecology and behavior,same_genus_modern,False
1,10.1007/bf00580386,1930,Abolins (Riga),Die Regeneration der am Fibularrande verstümmelten Beine bei Triton cristatus Laur,Triton cristatus,"regeneration, morphology",10.1007/bf02904463,2004,Vito Margotta,Morphogenetic potentiality in regeneration of the caudal spinal cord in adult newts (Triturus carnifex) subjected to repeated tail amputations: evaluation after the 16th amputation,Congenital heart defects research,same_genus_modern,False
1,10.1007/bf00580386,1930,Abolins (Riga),Die Regeneration der am Fibularrande verstümmelten Beine bei Triton cristatus Laur,Triton cristatus,"regeneration, morphology",10.3354/esr001025,2004,Otto Kinne,Successful re-introduction of the newts Triturus cristatus and T. vulgaris,Amphibian and Reptile Biology,same_genus_modern,False
1,10.1007/bf00580386,1930,Abolins (Riga),Die Regeneration der am Fibularrande verstümmelten Beine bei Triton cristatus Laur,Triton cristatus,"regeneration, morphology",10.1098/rspb.2003.2439,2003,S. Giampaoli,Expression of FGF2 in the limb blastema of two Salamandridae correlates with their regenerative capability,Developmental Biology and Gene Regulation,same_genus_modern,False
1,10.1007/bf00580386,1930,Abolins (Riga),Die Regeneration der am Fibularrande verstümmelten Beine bei Triton cristatus Laur,Triton cristatus,"regeneration, morphology",10.1002/tcm.10043,2002,Theodora Keramitsoglou,"Implantation of MNNG crystals into a <i>Triturus</i> intact limb affects mitotic and labeling indices, regeneration rate, and morphogenesis in the contralateral, regenerating limb",Renal and related cancers,same_genus_modern,False
1,10.1007/bf00580386,1930,Abolins (Riga),Die Regeneration der am Fibularrande verstümmelten Beine bei Triton cristatus Laur,Triton cristatus,"regeneration, morphology",10.1006/anbe.2001.1793,2001,Mathieu Denoël,"Sexual compatibility between two heterochronic morphs in the Alpine newt, Triturus alpestris",Animal Behavior and Reproduction,same_genus_modern,False
1,10.1007/bf00580386,1930,Abolins (Riga),Die Regeneration der am Fibularrande verstümmelten Beine bei Triton cristatus Laur,Triton cristatus,"regeneration, morphology",10.1387/ijdb.11128575,2000,Helen M. Wallace,Sex reversal of the newt Triturus cristatus reared at extreme temperatures,Genetic and Clinical Aspects of Sex Determination and Chromosomal Abnormalities,same_genus_modern,False
1,10.1007/bf00580386,1930,Abolins (Riga),Die Regeneration der am Fibularrande verstümmelten Beine bei Triton cristatus Laur,Triton cristatus,"regeneration, morphology",10.1163/18759866-06803004,1999,Jan W. Arntzen,Geographic variation and taxonomy of crested newts (Triturus cristatus superspecies): morphological and mitochondrial DNA data,Genetic diversity and population structure,same_genus_modern,False
1,10.1007/bf00580386,1930,Abolins (Riga),Die Regeneration der am Fibularrande verstümmelten Beine bei Triton cristatus Laur,Triton cristatus,"regeneration, morphology",10.1016/s0273-1177(97)00206-8,1998,Hermann Josef Anton,Influence of clinorotation and fettering stress on tail regeneration of triturus vulgaris (urodela),Physiological and biochemical adaptations,same_genus_modern,False
1,10.1007/bf00580386,1930,Abolins (Riga),Die Regeneration der am Fibularrande verstümmelten Beine bei Triton cristatus Laur,Triton cristatus,"regeneration, morphology",10.1387/ijdb.7577433,1995,Jean Claude Beetschen,The embryonic development of Pleurodeles waltl (Michah). Reappraisal of the Gallien-Durocher stage series,Amphibian and Reptile Biology,same_genus_modern,False
1,10.1007/bf00580386,1930,Abolins (Riga),Die Regeneration der am Fibularrande verstümmelten Beine bei Triton cristatus Laur,Triton cristatus,"regeneration, morphology",10.1159/000217884,1994,S. Koussoulakos,"Allografting of a Nontransmissible, Spontaneous Dermal Melanoma in the Newt &lt;i&gt;Triturus cristatu&lt;/i&gt;&lt;i&gt;s&lt;/i&gt;",Environmental DNA in Biodiversity Studies,same_genus_modern,False
1,10.1007/bf00580386,1930,Abolins (Riga),Die Regeneration der am Fibularrande verstümmelten Beine bei Triton cristatus Laur,Triton cristatus,"regeneration, morphology",10.1159/000111324,1994,Hermann Josef Anton,Unilateral Forelimb Amputation Affects Protein Synthesis in Ipsilateral and Contralateral Spinal Cord and Spinal Ganglia Neurons of the Newt in vivo,Cerebral Palsy and Movement Disorders,same_genus_modern,False
1,10.1007/bf00580386,1930,Abolins (Riga),Die Regeneration der am Fibularrande verstümmelten Beine bei Triton cristatus Laur,Triton cristatus,"regeneration, morphology",10.1159/000217696,1991,Nicolaos P. Zilakos,A Spontaneous Melanoma-Like Tumor in the Adult Newt &lt;i&gt;Triturus cristatu&lt;/i&gt;&lt;i&gt;s&lt;/i&gt;,Amphibian and Reptile Biology,same_genus_modern,False
1,10.1007/bf00580386,1930,Abolins (Riga),Die Regeneration der am Fibularrande verstümmelten Beine bei Triton cristatus Laur,Triton cristatus,"regeneration, morphology",10.1387/ijdb.1705139,1990,S. Koussoulakos,Effect of vitamin A on wound epidermis during forelimb regeneration in adult newts,Date Palm Research Studies,same_genus_modern,False
1,10.1007/bf00580386,1930,Abolins (Riga),Die Regeneration der am Fibularrande verstümmelten Beine bei Triton cristatus Laur,Triton cristatus,"regeneration, morphology",10.3109/10520299009139924,1990,Hermann Josef Anton,Demonstration of Sensory-Motor Innervation of Postmetamorphic Forelimb Regenerates of<i>Triturus Alpestris</i>(Urodela) on Cryotome Serial Sections Using Horseradish Peroxidase,Neurobiology and Insect Physiology Research,same_genus_modern,False
1,10.1007/bf00580386,1930,Abolins (Riga),Die Regeneration der am Fibularrande verstümmelten Beine bei Triton cristatus Laur,Triton cristatus,"regeneration, morphology",10.1038/s41467-018-07604-0,2018,Nicholas D. Leigh,Transcriptomic landscape of the blastema niche in regenerating adult axolotl limbs at single-cell resolution,Developmental Biology and Gene Regulation,related_taxon,False
1,10.1007/bf00580386,1930,Abolins (Riga),Die Regeneration der am Fibularrande verstümmelten Beine bei Triton cristatus Laur,Triton cristatus,"regeneration, morphology",10.1073/pnas.1300290110,2013,James W. Godwin,Macrophages are required for adult salamander limb regeneration,Silk-based biomaterials and applications,related_taxon,False
1,10.1007/bf00580386,1930,Abolins (Riga),Die Regeneration der am Fibularrande verstümmelten Beine bei Triton cristatus Laur,Triton cristatus,"regeneration, morphology",10.1073/pnas.1310519110,2013,Maximina H. Yun,Regulation of p53 is critical for vertebrate limb regeneration,Developmental Biology and Gene Regulation,related_taxon,False
1,10.1007/bf00580386,1930,Abolins (Riga),Die Regeneration der am Fibularrande verstümmelten Beine bei Triton cristatus Laur,Triton cristatus,"regeneration, morphology",10.1186/1741-7007-7-83,2009,Nandini Rao,Proteomic analysis of blastema formation in regenerating axolotl limbs,Cellular Mechanics and Interactions,related_taxon,False
1,10.1007/bf00580386,1930,Abolins (Riga),Die Regeneration der am Fibularrande verstümmelten Beine bei Triton cristatus Laur,Triton cristatus,"regeneration, morphology",10.1371/journal.pone.0001227,2007,Mathieu Lévesque,Transforming Growth Factor: β Signaling Is Essential for Limb Regeneration in Axolotls,Developmental Biology and Gene Regulation,related_taxon,False
1,10.1007/bf00580386,1930,Abolins (Riga),Die Regeneration der am Fibularrande verstümmelten Beine bei Triton cristatus Laur,Triton cristatus,"regeneration, morphology",10.1242/dev.02101,2005,Yoonsung Lee,Fgf signaling instructs position-dependent growth rate during zebrafish fin regeneration,Developmental Biology and Gene Regulation,related_taxon,False
1,10.1007/bf00580386,1930,Abolins (Riga),Die Regeneration der am Fibularrande verstümmelten Beine bei Triton cristatus Laur,Triton cristatus,"regeneration, morphology",10.1387/ijdb.9449466,1997,V. I. Mitashov,Retinal regeneration in amphibians,Retinal Development and Disorders,related_taxon,False
1,10.1007/bf00580386,1930,Abolins (Riga),Die Regeneration der am Fibularrande verstümmelten Beine bei Triton cristatus Laur,Triton cristatus,"regeneration, morphology",10.1016/0273-1177(95)00612-i,1996,Hermann Josef Anton,"Influence of longitudinal whole animal clinorotation on lens, tail, and limb regeneration in urodeles",Spaceflight effects on biology,related_taxon,False
1,10.1007/bf00580386,1930,Abolins (Riga),Die Regeneration der am Fibularrande verstümmelten Beine bei Triton cristatus Laur,Triton cristatus,"regeneration, morphology",10.1007/bf01938871,1996,C. H. Taban,Effect of a dipeptide inhibiting ubiquitin-mediated protein degradation on nerve-dependent limb regeneration in the newt,Ubiquitin and proteasome pathways,related_taxon,False
1,10.1007/bf00580386,1930,Abolins (Riga),Die Regeneration der am Fibularrande verstümmelten Beine bei Triton cristatus Laur,Triton cristatus,"regeneration, morphology",10.1046/j.1432-0436.1996.6020067.x,1996,Nikolaos P. Zilakos,Stage-dependent genetically-based deformities of the regenerating newt limb from 4-nitroquinoline-N-oxide mutagenesis: Potential embryonic regulation of cancer,Environmental Toxicology and Ecotoxicology,related_taxon,False
1,10.1007/bf00580386,1930,Abolins (Riga),Die Regeneration der am Fibularrande verstümmelten Beine bei Triton cristatus Laur,Triton cristatus,"regeneration, morphology",10.1387/ijdb.8877452,1996,Anthony L. Mescher,The cellular basis of limb regeneration in urodeles,Urological Disorders and Treatments,related_taxon,False
1,10.1007/bf00580386,1930,Abolins (Riga),Die Regeneration der am Fibularrande verstümmelten Beine bei Triton cristatus Laur,Triton cristatus,"regeneration, morphology",10.1387/ijdb.8877457,1996,Ellen A.G. Chernoff,Spinal cord regeneration: a phenomenon unique to urodeles?,Neurogenesis and neuroplasticity mechanisms,related_taxon,False
1,10.1007/bf00580386,1930,Abolins (Riga),Die Regeneration der am Fibularrande verstümmelten Beine bei Triton cristatus Laur,Triton cristatus,"regeneration, morphology",10.1007/bf00365056,1993,David S. McDevitt,Embryonic appearance of rod opsin in the urodele amphibian eye,Retinal Development and Disorders,related_taxon,False
1,10.1007/bf00580386,1930,Abolins (Riga),Die Regeneration der am Fibularrande verstümmelten Beine bei Triton cristatus Laur,Triton cristatus,"regeneration, morphology",10.1016/0165-3806(92)90068-8,1992,Kazuno Negishi,An immunohistochemical study of regenerating newt retinas,Retinal Development and Disorders,related_taxon,False
1,10.1007/bf00580386,1930,Abolins (Riga),Die Regeneration der am Fibularrande verstümmelten Beine bei Triton cristatus Laur,Triton cristatus,"regeneration, morphology",10.1159/000217765,1992,S. Koussoulakos,Evidence that Chemical Carcinogens Interfere with Specific Regeneration-Controlling Mechanisms of Urodeles,Marine Biology and Environmental Chemistry,related_taxon,False
1,10.1007/bf00580386,1930,Abolins (Riga),Die Regeneration der am Fibularrande verstümmelten Beine bei Triton cristatus Laur,Triton cristatus,"regeneration, morphology",10.1097/00000372-900000000-98371,2018,Guido Pettinato,"Locatelli Piera, Not Pietro!",Italian Literature and Culture,phenomenon_only,False
1,10.1007/bf00580386,1930,Abolins (Riga),Die Regeneration der am Fibularrande verstümmelten Beine bei Triton cristatus Laur,Triton cristatus,"regeneration, morphology",10.1097/dad.0000000000001126,2018,Guido Pettinato,"Locatelli Piera, Not Pietro!",Tumors and Oncological Cases,phenomenon_only,False
1,10.1007/bf00580386,1930,Abolins (Riga),Die Regeneration der am Fibularrande verstümmelten Beine bei Triton cristatus Laur,Triton cristatus,"regeneration, morphology",10.1111/mam.12068,2016,Andrew Paul Stringer,"The impacts of beavers<i>Castor</i>spp. on biodiversity and the ecological basis for their reintroduction to Scotland,<scp>UK</scp>",Ecology and biodiversity studies,phenomenon_only,False
1,10.1007/bf00580386,1930,Abolins (Riga),Die Regeneration der am Fibularrande verstümmelten Beine bei Triton cristatus Laur,Triton cristatus,"regeneration, morphology",10.1038/ncomms11164,2016,Thomas R. Gawriluk,Comparative analysis of ear-hole closure identifies epimorphic regeneration as a discrete trait in mammals,Developmental Biology and Gene Regulation,phenomenon_only,False
1,10.1007/bf00580386,1930,Abolins (Riga),Die Regeneration der am Fibularrande verstümmelten Beine bei Triton cristatus Laur,Triton cristatus,"regeneration, morphology",10.1186/1471-213x-11-50,2011,Katherine E McLean,"A novel amniote model of epimorphic regeneration: the leopard gecko, Eublepharis macularius",Developmental Biology and Gene Regulation,phenomenon_only,False
1,10.1007/bf00580386,1930,Abolins (Riga),Die Regeneration der am Fibularrande verstümmelten Beine bei Triton cristatus Laur,Triton cristatus,"regeneration, morphology",10.1371/journal.pone.0022820,2011,Ana Sofia Azevedo,The Regenerative Capacity of the Zebrafish Caudal Fin Is Not Affected by Repeated Amputations,Developmental Biology and Gene Regulation,phenomenon_only,False
1,10.1007/bf00580386,1930,Abolins (Riga),Die Regeneration der am Fibularrande verstümmelten Beine bei Triton cristatus Laur,Triton cristatus,"regeneration, morphology",10.1134/s1062359007040048,2007,V. Skourou,Immunostimulation exacerbates the biological effects of chemical carcinogens,Immune Response and Inflammation,phenomenon_only,False
1,10.1007/bf00580386,1930,Abolins (Riga),Die Regeneration der am Fibularrande verstümmelten Beine bei Triton cristatus Laur,Triton cristatus,"regeneration, morphology",10.1242/dev.001123,2006,Cristi L. Stoick-Cooper,Distinct Wnt signaling pathways have opposing roles in appendage regeneration,Developmental Biology and Gene Regulation,phenomenon_only,False
1,10.1007/bf00580386,1930,Abolins (Riga),Die Regeneration der am Fibularrande verstümmelten Beine bei Triton cristatus Laur,Triton cristatus,"regeneration, morphology",10.1387/ijdb.12455626,2002,Susan V. Bryant,Vertebrate limb regeneration and the origin of limb stem cells,Developmental Biology and Gene Regulation,phenomenon_only,False
1,10.1007/bf00580386,1930,Abolins (Riga),Die Regeneration der am Fibularrande verstümmelten Beine bei Triton cristatus Laur,Triton cristatus,"regeneration, morphology",10.1093/genetics/141.4.1583,1995,Stephen L. Johnson,Temperature-sensitive mutations that cause stage-specific defects in Zebrafish fin regeneration.,Ubiquitin and proteasome pathways,phenomenon_only,False
2,10.1007/bf00580387,1930,Burchhardt,Regeneration und Symmetrie durch den Urodelenk�rper esteckter Gliedmassen,Triton,regeneration,10.1007/s12038-019-9950-y,2019,Seçil Karahisar Turan,Investigation of axonal regeneration of Triturus ivanbureschi by using physiological and proteomic strategies,Nerve injury and regeneration,same_genus_modern,False
2,10.1007/bf00580387,1930,Burchhardt,Regeneration und Symmetrie durch den Urodelenk�rper esteckter Gliedmassen,Triton,regeneration,10.33256/hj29.2.8294,2019,John Box,Translocation of a large population of great crested newts,Fish Ecology and Management Studies,same_genus_modern,False
2,10.1007/bf00580387,1930,Burchhardt,Regeneration und Symmetrie durch den Urodelenk�rper esteckter Gliedmassen,Triton,regeneration,10.13128/ijae-25468,2019,Vito Margotta,"Relationships between seasonal (spring, summer, autumnal) thermal variations and cell proliferation in heterothermic vertebrates, as revealed by PCNA expression in the brain of adult Triturus carnifex",Neurobiology and Insect Physiology Research,same_genus_modern,False
2,10.1007/bf00580387,1930,Burchhardt,Regeneration und Symmetrie durch den Urodelenk�rper esteckter Gliedmassen,Triton,regeneration,10.1016/j.ympev.2018.12.032,2019,Ben Wielstra,Phylogenomics of the adaptive radiation of Triturus newts supports gradual ecological niche expansion towards an incrementally aquatic lifestyle,Genetic diversity and population structure,same_genus_modern,False
2,10.1007/bf00580387,1930,Burchhardt,Regeneration und Symmetrie durch den Urodelenk�rper esteckter Gliedmassen,Triton,regeneration,10.2174/157016461204160119164729,2016,Seçil Karahisar Turan,"Proteomic Comparison of Damaged Sciatic Nerves of a Newt, Triturus &lt;i&gt;karelinii&lt;/i&gt; (Amphibia: Urodela) During the First 24&lt;sup&gt;th&lt;/sup&gt; Hour of Regeneration Period",Antimicrobial Peptides and Activities,same_genus_modern,False
2,10.1007/bf00580387,1930,Burchhardt,Regeneration und Symmetrie durch den Urodelenk�rper esteckter Gliedmassen,Triton,regeneration,10.1016/j.jbiotec.2016.05.130,2016,Seçil Karahisar Turan,"Behavioral, electrophysiological and molecular investigation of sciatic nerve regeneration period in a newt, Triturus karelinii",Enzyme Catalysis and Immobilization,same_genus_modern,False
2,10.1007/bf00580387,1930,Burchhardt,Regeneration und Symmetrie durch den Urodelenk�rper esteckter Gliedmassen,Triton,regeneration,10.36253/ijae-1144,2013,C. Chimenti,Proliferative events experimentally induced by transient cold shock in the brain of adult terrestrial heterothermic vertebrates: preliminary analysis of PCNA expression in Triturus carnifex,Heat shock proteins research,same_genus_modern,False
2,10.1007/bf00580387,1930,Burchhardt,Regeneration und Symmetrie durch den Urodelenk�rper esteckter Gliedmassen,Triton,regeneration,10.1159/000224584,2009,R.S. Grillo,Changes in Mitotic Activity during Limb Regeneration in Triturus,Tree Root and Stability Studies,same_genus_modern,False
2,10.1007/bf00580387,1930,Burchhardt,Regeneration und Symmetrie durch den Urodelenk�rper esteckter Gliedmassen,Triton,regeneration,10.1002/jez.b.21119,2006,Sebastian Steinfartz,A Bayesian approach on molecules and behavior: reconsidering phylogenetic and evolutionary patterns of the Salamandridae with emphasis on <i>Triturus</i> newts,Amphibian and Reptile Biology,same_genus_modern,False
2,10.1007/bf00580387,1930,Burchhardt,Regeneration und Symmetrie durch den Urodelenk�rper esteckter Gliedmassen,Triton,regeneration,10.1163/1568538053693314,2005,Bilal Kutrup,Age structure in two populations of Triturus vittatus ophryticus at different altitudes,Avian ecology and behavior,same_genus_modern,False
2,10.1007/bf00580387,1930,Burchhardt,Regeneration und Symmetrie durch den Urodelenk�rper esteckter Gliedmassen,Triton,regeneration,10.1007/bf02904463,2004,Vito Margotta,Morphogenetic potentiality in regeneration of the caudal spinal cord in adult newts (Triturus carnifex) subjected to repeated tail amputations: evaluation after the 16th amputation,Congenital heart defects research,same_genus_modern,False
2,10.1007/bf00580387,1930,Burchhardt,Regeneration und Symmetrie durch den Urodelenk�rper esteckter Gliedmassen,Triton,regeneration,10.3354/esr001025,2004,Otto Kinne,Successful re-introduction of the newts Triturus cristatus and T. vulgaris,Amphibian and Reptile Biology,same_genus_modern,False
2,10.1007/bf00580387,1930,Burchhardt,Regeneration und Symmetrie durch den Urodelenk�rper esteckter Gliedmassen,Triton,regeneration,10.1098/rspb.2003.2439,2003,S. Giampaoli,Expression of FGF2 in the limb blastema of two Salamandridae correlates with their regenerative capability,Developmental Biology and Gene Regulation,same_genus_modern,False
2,10.1007/bf00580387,1930,Burchhardt,Regeneration und Symmetrie durch den Urodelenk�rper esteckter Gliedmassen,Triton,regeneration,10.1002/tcm.10043,2002,Theodora Keramitsoglou,"Implantation of MNNG crystals into a <i>Triturus</i> intact limb affects mitotic and labeling indices, regeneration rate, and morphogenesis in the contralateral, regenerating limb",Renal and related cancers,same_genus_modern,False
2,10.1007/bf00580387,1930,Burchhardt,Regeneration und Symmetrie durch den Urodelenk�rper esteckter Gliedmassen,Triton,regeneration,10.1006/anbe.2001.1793,2001,Mathieu Denoël,"Sexual compatibility between two heterochronic morphs in the Alpine newt, Triturus alpestris",Animal Behavior and Reproduction,same_genus_modern,False
2,10.1007/bf00580387,1930,Burchhardt,Regeneration und Symmetrie durch den Urodelenk�rper esteckter Gliedmassen,Triton,regeneration,10.1387/ijdb.11128575,2000,Helen M. Wallace,Sex reversal of the newt Triturus cristatus reared at extreme temperatures,Genetic and Clinical Aspects of Sex Determination and Chromosomal Abnormalities,same_genus_modern,False
2,10.1007/bf00580387,1930,Burchhardt,Regeneration und Symmetrie durch den Urodelenk�rper esteckter Gliedmassen,Triton,regeneration,10.1163/18759866-06803004,1999,Jan W. Arntzen,Geographic variation and taxonomy of crested newts (Triturus cristatus superspecies): morphological and mitochondrial DNA data,Genetic diversity and population structure,same_genus_modern,False
2,10.1007/bf00580387,1930,Burchhardt,Regeneration und Symmetrie durch den Urodelenk�rper esteckter Gliedmassen,Triton,regeneration,10.1016/s0273-1177(97)00206-8,1998,Hermann Josef Anton,Influence of clinorotation and fettering stress on tail regeneration of triturus vulgaris (urodela),Physiological and biochemical adaptations,same_genus_modern,False
2,10.1007/bf00580387,1930,Burchhardt,Regeneration und Symmetrie durch den Urodelenk�rper esteckter Gliedmassen,Triton,regeneration,10.1387/ijdb.7577433,1995,Jean Claude Beetschen,The embryonic development of Pleurodeles waltl (Michah). Reappraisal of the Gallien-Durocher stage series,Amphibian and Reptile Biology,same_genus_modern,False
2,10.1007/bf00580387,1930,Burchhardt,Regeneration und Symmetrie durch den Urodelenk�rper esteckter Gliedmassen,Triton,regeneration,10.1159/000217884,1994,S. Koussoulakos,"Allografting of a Nontransmissible, Spontaneous Dermal Melanoma in the Newt &lt;i&gt;Triturus cristatu&lt;/i&gt;&lt;i&gt;s&lt;/i&gt;",Environmental DNA in Biodiversity Studies,same_genus_modern,False
2,10.1007/bf00580387,1930,Burchhardt,Regeneration und Symmetrie durch den Urodelenk�rper esteckter Gliedmassen,Triton,regeneration,10.1159/000111324,1994,Hermann Josef Anton,Unilateral Forelimb Amputation Affects Protein Synthesis in Ipsilateral and Contralateral Spinal Cord and Spinal Ganglia Neurons of the Newt in vivo,Cerebral Palsy and Movement Disorders,same_genus_modern,False
2,10.1007/bf00580387,1930,Burchhardt,Regeneration und Symmetrie durch den Urodelenk�rper esteckter Gliedmassen,Triton,regeneration,10.1159/000217696,1991,Nicolaos P. Zilakos,A Spontaneous Melanoma-Like Tumor in the Adult Newt &lt;i&gt;Triturus cristatu&lt;/i&gt;&lt;i&gt;s&lt;/i&gt;,Amphibian and Reptile Biology,same_genus_modern,False
2,10.1007/bf00580387,1930,Burchhardt,Regeneration und Symmetrie durch den Urodelenk�rper esteckter Gliedmassen,Triton,regeneration,10.1387/ijdb.1705139,1990,S. Koussoulakos,Effect of vitamin A on wound epidermis during forelimb regeneration in adult newts,Date Palm Research Studies,same_genus_modern,False
2,10.1007/bf00580387,1930,Burchhardt,Regeneration und Symmetrie durch den Urodelenk�rper esteckter Gliedmassen,Triton,regeneration,10.3109/10520299009139924,1990,Hermann Josef Anton,Demonstration of Sensory-Motor Innervation of Postmetamorphic Forelimb Regenerates of<i>Triturus Alpestris</i>(Urodela) on Cryotome Serial Sections Using Horseradish Peroxidase,Neurobiology and Insect Physiology Research,same_genus_modern,False
2,10.1007/bf00580387,1930,Burchhardt,Regeneration und Symmetrie durch den Urodelenk�rper esteckter Gliedmassen,Triton,regeneration,10.1038/s41467-018-07604-0,2018,Nicholas D. Leigh,Transcriptomic landscape of the blastema niche in regenerating adult axolotl limbs at single-cell resolution,Developmental Biology and Gene Regulation,related_taxon,False
2,10.1007/bf00580387,1930,Burchhardt,Regeneration und Symmetrie durch den Urodelenk�rper esteckter Gliedmassen,Triton,regeneration,10.1073/pnas.1300290110,2013,James W. Godwin,Macrophages are required for adult salamander limb regeneration,Silk-based biomaterials and applications,related_taxon,False
2,10.1007/bf00580387,1930,Burchhardt,Regeneration und Symmetrie durch den Urodelenk�rper esteckter Gliedmassen,Triton,regeneration,10.1073/pnas.1310519110,2013,Maximina H. Yun,Regulation of p53 is critical for vertebrate limb regeneration,Developmental Biology and Gene Regulation,related_taxon,False
2,10.1007/bf00580387,1930,Burchhardt,Regeneration und Symmetrie durch den Urodelenk�rper esteckter Gliedmassen,Triton,regeneration,10.1186/1741-7007-7-83,2009,Nandini Rao,Proteomic analysis of blastema formation in regenerating axolotl limbs,Cellular Mechanics and Interactions,related_taxon,False
2,10.1007/bf00580387,1930,Burchhardt,Regeneration und Symmetrie durch den Urodelenk�rper esteckter Gliedmassen,Triton,regeneration,10.1371/journal.pone.0001227,2007,Mathieu Lévesque,Transforming Growth Factor: β Signaling Is Essential for Limb Regeneration in Axolotls,Developmental Biology and Gene Regulation,related_taxon,False
2,10.1007/bf00580387,1930,Burchhardt,Regeneration und Symmetrie durch den Urodelenk�rper esteckter Gliedmassen,Triton,regeneration,10.1242/dev.02101,2005,Yoonsung Lee,Fgf signaling instructs position-dependent growth rate during zebrafish fin regeneration,Developmental Biology and Gene Regulation,related_taxon,False
2,10.1007/bf00580387,1930,Burchhardt,Regeneration und Symmetrie durch den Urodelenk�rper esteckter Gliedmassen,Triton,regeneration,10.1387/ijdb.9449466,1997,V. I. Mitashov,Retinal regeneration in amphibians,Retinal Development and Disorders,related_taxon,False
2,10.1007/bf00580387,1930,Burchhardt,Regeneration und Symmetrie durch den Urodelenk�rper esteckter Gliedmassen,Triton,regeneration,10.1016/0273-1177(95)00612-i,1996,Hermann Josef Anton,"Influence of longitudinal whole animal clinorotation on lens, tail, and limb regeneration in urodeles",Spaceflight effects on biology,related_taxon,False
